"CruiseKey"	"StationKey"	"HaulKey"	"SpeciesCategoryKey"	"SampleKey"	"IndividualKey"	"Individual"	"IndividualRoundWeight"	"IndividualTotalLength"	"LengthResolution"	"WeightMeasurement"	"IndividualAge"	"IndividualSex"
"NA/11/2021/9553/1"	"68"	"99368"	"sei/164727/126441/Pollachius virens"	"3"	"4"	"NA/11/2021/9553/1-68-99368-sei/164727/126441/Pollachius virens-3-4"	1606.5	53	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"68"	"99368"	"sei/164727/126441/Pollachius virens"	"3"	"5"	"NA/11/2021/9553/1-68-99368-sei/164727/126441/Pollachius virens-3-5"	1728	54	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"68"	"99368"	"sei/164727/126441/Pollachius virens"	"3"	"6"	"NA/11/2021/9553/1-68-99368-sei/164727/126441/Pollachius virens-3-6"	2187	58	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"68"	"99368"	"sei/164727/126441/Pollachius virens"	"3"	"7"	"NA/11/2021/9553/1-68-99368-sei/164727/126441/Pollachius virens-3-7"	1930.5	57	1	"IndividualWeight"	6	NA
"NA/11/2021/9553/1"	"68"	"99368"	"sei/164727/126441/Pollachius virens"	"3"	"8"	"NA/11/2021/9553/1-68-99368-sei/164727/126441/Pollachius virens-3-8"	1458	52	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"68"	"99368"	"sei/164727/126441/Pollachius virens"	"3"	"9"	"NA/11/2021/9553/1-68-99368-sei/164727/126441/Pollachius virens-3-9"	1674	54	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"68"	"99368"	"sei/164727/126441/Pollachius virens"	"3"	"10"	"NA/11/2021/9553/1-68-99368-sei/164727/126441/Pollachius virens-3-10"	1782	54	1	"IndividualWeight"	7	NA
"NA/11/2021/9553/1"	"68"	"99368"	"sei/164727/126441/Pollachius virens"	"3"	"11"	"NA/11/2021/9553/1-68-99368-sei/164727/126441/Pollachius virens-3-11"	1512	54	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"68"	"99368"	"sei/164727/126441/Pollachius virens"	"3"	"12"	"NA/11/2021/9553/1-68-99368-sei/164727/126441/Pollachius virens-3-12"	1741.5	53	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"68"	"99368"	"sei/164727/126441/Pollachius virens"	"3"	"13"	"NA/11/2021/9553/1-68-99368-sei/164727/126441/Pollachius virens-3-13"	1539	53	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"68"	"99368"	"sei/164727/126441/Pollachius virens"	"3"	"14"	"NA/11/2021/9553/1-68-99368-sei/164727/126441/Pollachius virens-3-14"	1431	53	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"68"	"99368"	"sei/164727/126441/Pollachius virens"	"3"	"15"	"NA/11/2021/9553/1-68-99368-sei/164727/126441/Pollachius virens-3-15"	1107	48	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"68"	"99368"	"sei/164727/126441/Pollachius virens"	"3"	"16"	"NA/11/2021/9553/1-68-99368-sei/164727/126441/Pollachius virens-3-16"	1188	48	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"68"	"99368"	"sei/164727/126441/Pollachius virens"	"3"	"17"	"NA/11/2021/9553/1-68-99368-sei/164727/126441/Pollachius virens-3-17"	1741.5	55	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"68"	"99368"	"sei/164727/126441/Pollachius virens"	"3"	"18"	"NA/11/2021/9553/1-68-99368-sei/164727/126441/Pollachius virens-3-18"	1471.5	50	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"68"	"99368"	"sei/164727/126441/Pollachius virens"	"3"	"19"	"NA/11/2021/9553/1-68-99368-sei/164727/126441/Pollachius virens-3-19"	1444.5	53	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"68"	"99368"	"sei/164727/126441/Pollachius virens"	"3"	"20"	"NA/11/2021/9553/1-68-99368-sei/164727/126441/Pollachius virens-3-20"	1525.5	53	1	"IndividualWeight"	6	NA
"NA/11/2021/9553/1"	"72"	"99372"	"sei/164727/126441/Pollachius virens"	"3"	"1"	"NA/11/2021/9553/1-72-99372-sei/164727/126441/Pollachius virens-3-1"	1728	53	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"72"	"99372"	"sei/164727/126441/Pollachius virens"	"3"	"2"	"NA/11/2021/9553/1-72-99372-sei/164727/126441/Pollachius virens-3-2"	1593	54	1	"IndividualWeight"	6	NA
"NA/11/2021/9553/1"	"72"	"99372"	"sei/164727/126441/Pollachius virens"	"3"	"3"	"NA/11/2021/9553/1-72-99372-sei/164727/126441/Pollachius virens-3-3"	1296	58	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"72"	"99372"	"sei/164727/126441/Pollachius virens"	"3"	"4"	"NA/11/2021/9553/1-72-99372-sei/164727/126441/Pollachius virens-3-4"	1687.5	53	1	"IndividualWeight"	6	NA
"NA/11/2021/9553/1"	"72"	"99372"	"sei/164727/126441/Pollachius virens"	"3"	"5"	"NA/11/2021/9553/1-72-99372-sei/164727/126441/Pollachius virens-3-5"	1539	51	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"72"	"99372"	"sei/164727/126441/Pollachius virens"	"3"	"6"	"NA/11/2021/9553/1-72-99372-sei/164727/126441/Pollachius virens-3-6"	2619	60	1	"IndividualWeight"	8	NA
"NA/11/2021/9553/1"	"72"	"99372"	"sei/164727/126441/Pollachius virens"	"3"	"7"	"NA/11/2021/9553/1-72-99372-sei/164727/126441/Pollachius virens-3-7"	1323	49	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"72"	"99372"	"sei/164727/126441/Pollachius virens"	"3"	"8"	"NA/11/2021/9553/1-72-99372-sei/164727/126441/Pollachius virens-3-8"	1242	46	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"72"	"99372"	"sei/164727/126441/Pollachius virens"	"3"	"9"	"NA/11/2021/9553/1-72-99372-sei/164727/126441/Pollachius virens-3-9"	2065.5	55	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"72"	"99372"	"sei/164727/126441/Pollachius virens"	"3"	"10"	"NA/11/2021/9553/1-72-99372-sei/164727/126441/Pollachius virens-3-10"	1377	50	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"72"	"99372"	"sei/164727/126441/Pollachius virens"	"3"	"11"	"NA/11/2021/9553/1-72-99372-sei/164727/126441/Pollachius virens-3-11"	1944	57	1	"IndividualWeight"	6	NA
"NA/11/2021/9553/1"	"72"	"99372"	"sei/164727/126441/Pollachius virens"	"3"	"12"	"NA/11/2021/9553/1-72-99372-sei/164727/126441/Pollachius virens-3-12"	1687.5	53	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"72"	"99372"	"sei/164727/126441/Pollachius virens"	"3"	"13"	"NA/11/2021/9553/1-72-99372-sei/164727/126441/Pollachius virens-3-13"	1120.5	47	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"72"	"99372"	"sei/164727/126441/Pollachius virens"	"3"	"14"	"NA/11/2021/9553/1-72-99372-sei/164727/126441/Pollachius virens-3-14"	1809	55	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"72"	"99372"	"sei/164727/126441/Pollachius virens"	"3"	"15"	"NA/11/2021/9553/1-72-99372-sei/164727/126441/Pollachius virens-3-15"	1822.5	55	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"72"	"99372"	"sei/164727/126441/Pollachius virens"	"3"	"16"	"NA/11/2021/9553/1-72-99372-sei/164727/126441/Pollachius virens-3-16"	1336.5	51	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"72"	"99372"	"sei/164727/126441/Pollachius virens"	"3"	"17"	"NA/11/2021/9553/1-72-99372-sei/164727/126441/Pollachius virens-3-17"	1566	53	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"72"	"99372"	"sei/164727/126441/Pollachius virens"	"3"	"18"	"NA/11/2021/9553/1-72-99372-sei/164727/126441/Pollachius virens-3-18"	1323	49	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"72"	"99372"	"sei/164727/126441/Pollachius virens"	"3"	"19"	"NA/11/2021/9553/1-72-99372-sei/164727/126441/Pollachius virens-3-19"	1701	54	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"72"	"99372"	"sei/164727/126441/Pollachius virens"	"3"	"20"	"NA/11/2021/9553/1-72-99372-sei/164727/126441/Pollachius virens-3-20"	1606.5	54	1	"IndividualWeight"	6	NA
"NA/11/2021/9553/1"	"83"	"99383"	"sei/164727/126441/Pollachius virens"	"3"	"1"	"NA/11/2021/9553/1-83-99383-sei/164727/126441/Pollachius virens-3-1"	1080	52	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"83"	"99383"	"sei/164727/126441/Pollachius virens"	"3"	"2"	"NA/11/2021/9553/1-83-99383-sei/164727/126441/Pollachius virens-3-2"	810	47	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"83"	"99383"	"sei/164727/126441/Pollachius virens"	"3"	"3"	"NA/11/2021/9553/1-83-99383-sei/164727/126441/Pollachius virens-3-3"	930	50	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"83"	"99383"	"sei/164727/126441/Pollachius virens"	"3"	"4"	"NA/11/2021/9553/1-83-99383-sei/164727/126441/Pollachius virens-3-4"	1090	50	1	"IndividualWeight"	6	NA
"NA/11/2021/9553/1"	"83"	"99383"	"sei/164727/126441/Pollachius virens"	"3"	"5"	"NA/11/2021/9553/1-83-99383-sei/164727/126441/Pollachius virens-3-5"	870	49	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"83"	"99383"	"sei/164727/126441/Pollachius virens"	"3"	"6"	"NA/11/2021/9553/1-83-99383-sei/164727/126441/Pollachius virens-3-6"	1180	55	1	"IndividualWeight"	6	NA
"NA/11/2021/9553/1"	"83"	"99383"	"sei/164727/126441/Pollachius virens"	"3"	"7"	"NA/11/2021/9553/1-83-99383-sei/164727/126441/Pollachius virens-3-7"	1090	51	1	"IndividualWeight"	6	NA
"NA/11/2021/9553/1"	"83"	"99383"	"sei/164727/126441/Pollachius virens"	"3"	"8"	"NA/11/2021/9553/1-83-99383-sei/164727/126441/Pollachius virens-3-8"	1530	58	1	"IndividualWeight"	6	NA
"NA/11/2021/9553/1"	"83"	"99383"	"sei/164727/126441/Pollachius virens"	"3"	"9"	"NA/11/2021/9553/1-83-99383-sei/164727/126441/Pollachius virens-3-9"	1100	51	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"83"	"99383"	"sei/164727/126441/Pollachius virens"	"3"	"10"	"NA/11/2021/9553/1-83-99383-sei/164727/126441/Pollachius virens-3-10"	600	42	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"83"	"99383"	"sei/164727/126441/Pollachius virens"	"3"	"11"	"NA/11/2021/9553/1-83-99383-sei/164727/126441/Pollachius virens-3-11"	1080	50	1	"IndividualWeight"	6	NA
"NA/11/2021/9553/1"	"83"	"99383"	"sei/164727/126441/Pollachius virens"	"3"	"12"	"NA/11/2021/9553/1-83-99383-sei/164727/126441/Pollachius virens-3-12"	1580	57	1	"IndividualWeight"	6	NA
"NA/11/2021/9553/1"	"83"	"99383"	"sei/164727/126441/Pollachius virens"	"3"	"13"	"NA/11/2021/9553/1-83-99383-sei/164727/126441/Pollachius virens-3-13"	1470	57	1	"IndividualWeight"	6	NA
"NA/11/2021/9553/1"	"83"	"99383"	"sei/164727/126441/Pollachius virens"	"3"	"14"	"NA/11/2021/9553/1-83-99383-sei/164727/126441/Pollachius virens-3-14"	800	45	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"83"	"99383"	"sei/164727/126441/Pollachius virens"	"3"	"15"	"NA/11/2021/9553/1-83-99383-sei/164727/126441/Pollachius virens-3-15"	900	49	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"83"	"99383"	"sei/164727/126441/Pollachius virens"	"3"	"16"	"NA/11/2021/9553/1-83-99383-sei/164727/126441/Pollachius virens-3-16"	1270	55	1	"IndividualWeight"	6	NA
"NA/11/2021/9553/1"	"83"	"99383"	"sei/164727/126441/Pollachius virens"	"3"	"17"	"NA/11/2021/9553/1-83-99383-sei/164727/126441/Pollachius virens-3-17"	960	50	1	"IndividualWeight"	6	NA
"NA/11/2021/9553/1"	"83"	"99383"	"sei/164727/126441/Pollachius virens"	"3"	"18"	"NA/11/2021/9553/1-83-99383-sei/164727/126441/Pollachius virens-3-18"	1430	55	1	"IndividualWeight"	6	NA
"NA/11/2021/9553/1"	"83"	"99383"	"sei/164727/126441/Pollachius virens"	"3"	"19"	"NA/11/2021/9553/1-83-99383-sei/164727/126441/Pollachius virens-3-19"	690	45	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"83"	"99383"	"sei/164727/126441/Pollachius virens"	"3"	"20"	"NA/11/2021/9553/1-83-99383-sei/164727/126441/Pollachius virens-3-20"	620	44	1	"IndividualWeight"	5	NA
"NA/11/2021/9553/1"	"100"	"99400"	"sei/164727/126441/Pollachius virens"	"2"	"1"	"NA/11/2021/9553/1-100-99400-sei/164727/126441/Pollachius virens-2-1"	4250	78	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"100"	"99400"	"sei/164727/126441/Pollachius virens"	"2"	"2"	"NA/11/2021/9553/1-100-99400-sei/164727/126441/Pollachius virens-2-2"	5380	82	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"100"	"99400"	"sei/164727/126441/Pollachius virens"	"2"	"3"	"NA/11/2021/9553/1-100-99400-sei/164727/126441/Pollachius virens-2-3"	2230	65	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"100"	"99400"	"sei/164727/126441/Pollachius virens"	"2"	"4"	"NA/11/2021/9553/1-100-99400-sei/164727/126441/Pollachius virens-2-4"	2760	71	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"100"	"99400"	"sei/164727/126441/Pollachius virens"	"2"	"5"	"NA/11/2021/9553/1-100-99400-sei/164727/126441/Pollachius virens-2-5"	2230	63	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"100"	"99400"	"sei/164727/126441/Pollachius virens"	"2"	"6"	"NA/11/2021/9553/1-100-99400-sei/164727/126441/Pollachius virens-2-6"	3430	71	1	"IndividualWeight"	11	"M"
"NA/11/2021/9553/1"	"100"	"99400"	"sei/164727/126441/Pollachius virens"	"2"	"7"	"NA/11/2021/9553/1-100-99400-sei/164727/126441/Pollachius virens-2-7"	2120	65	1	"IndividualWeight"	7	"M"
"NA/11/2021/9553/1"	"100"	"99400"	"sei/164727/126441/Pollachius virens"	"2"	"8"	"NA/11/2021/9553/1-100-99400-sei/164727/126441/Pollachius virens-2-8"	1670	54	1	"IndividualWeight"	6	"F"
"NA/11/2021/9553/1"	"100"	"99400"	"sei/164727/126441/Pollachius virens"	"2"	"9"	"NA/11/2021/9553/1-100-99400-sei/164727/126441/Pollachius virens-2-9"	1550	58	1	"IndividualWeight"	7	"M"
"NA/11/2021/9553/1"	"100"	"99400"	"sei/164727/126441/Pollachius virens"	"2"	"10"	"NA/11/2021/9553/1-100-99400-sei/164727/126441/Pollachius virens-2-10"	4420	82	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"100"	"99400"	"sei/164727/126441/Pollachius virens"	"2"	"11"	"NA/11/2021/9553/1-100-99400-sei/164727/126441/Pollachius virens-2-11"	6620	90	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"100"	"99400"	"sei/164727/126441/Pollachius virens"	"2"	"12"	"NA/11/2021/9553/1-100-99400-sei/164727/126441/Pollachius virens-2-12"	6860	92	1	"IndividualWeight"	12	"M"
"NA/11/2021/9553/1"	"100"	"99400"	"sei/164727/126441/Pollachius virens"	"2"	"13"	"NA/11/2021/9553/1-100-99400-sei/164727/126441/Pollachius virens-2-13"	5050	82	1	"IndividualWeight"	10	"M"
"NA/11/2021/9553/1"	"100"	"99400"	"sei/164727/126441/Pollachius virens"	"2"	"14"	"NA/11/2021/9553/1-100-99400-sei/164727/126441/Pollachius virens-2-14"	2350	63	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"100"	"99400"	"sei/164727/126441/Pollachius virens"	"2"	"15"	"NA/11/2021/9553/1-100-99400-sei/164727/126441/Pollachius virens-2-15"	2310	66	1	"IndividualWeight"	11	"F"
"NA/11/2021/9553/1"	"100"	"99400"	"sei/164727/126441/Pollachius virens"	"2"	"16"	"NA/11/2021/9553/1-100-99400-sei/164727/126441/Pollachius virens-2-16"	4720	81	1	"IndividualWeight"	11	"M"
"NA/11/2021/9553/1"	"100"	"99400"	"sei/164727/126441/Pollachius virens"	"2"	"17"	"NA/11/2021/9553/1-100-99400-sei/164727/126441/Pollachius virens-2-17"	2060	62	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"100"	"99400"	"sei/164727/126441/Pollachius virens"	"2"	"18"	"NA/11/2021/9553/1-100-99400-sei/164727/126441/Pollachius virens-2-18"	1500	56	1	"IndividualWeight"	6	"M"
"NA/11/2021/9553/1"	"100"	"99400"	"sei/164727/126441/Pollachius virens"	"2"	"19"	"NA/11/2021/9553/1-100-99400-sei/164727/126441/Pollachius virens-2-19"	1890	64	1	"IndividualWeight"	7	"M"
"NA/11/2021/9553/1"	"100"	"99400"	"sei/164727/126441/Pollachius virens"	"2"	"20"	"NA/11/2021/9553/1-100-99400-sei/164727/126441/Pollachius virens-2-20"	1820	62	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"109"	"99409"	"sei/164727/126441/Pollachius virens"	"3"	"1"	"NA/11/2021/9553/1-109-99409-sei/164727/126441/Pollachius virens-3-1"	1670	56	1	"IndividualWeight"	7	"M"
"NA/11/2021/9553/1"	"109"	"99409"	"sei/164727/126441/Pollachius virens"	"3"	"2"	"NA/11/2021/9553/1-109-99409-sei/164727/126441/Pollachius virens-3-2"	2080	61	1	"IndividualWeight"	6	"M"
"NA/11/2021/9553/1"	"109"	"99409"	"sei/164727/126441/Pollachius virens"	"3"	"3"	"NA/11/2021/9553/1-109-99409-sei/164727/126441/Pollachius virens-3-3"	1580	55	1	"IndividualWeight"	6	"F"
"NA/11/2021/9553/1"	"109"	"99409"	"sei/164727/126441/Pollachius virens"	"3"	"4"	"NA/11/2021/9553/1-109-99409-sei/164727/126441/Pollachius virens-3-4"	1570	58	1	"IndividualWeight"	7	"F"
"NA/11/2021/9553/1"	"109"	"99409"	"sei/164727/126441/Pollachius virens"	"3"	"5"	"NA/11/2021/9553/1-109-99409-sei/164727/126441/Pollachius virens-3-5"	1430	53	1	"IndividualWeight"	7	"F"
"NA/11/2021/9553/1"	"109"	"99409"	"sei/164727/126441/Pollachius virens"	"3"	"6"	"NA/11/2021/9553/1-109-99409-sei/164727/126441/Pollachius virens-3-6"	1370	57	1	"IndividualWeight"	6	"F"
"NA/11/2021/9553/1"	"109"	"99409"	"sei/164727/126441/Pollachius virens"	"3"	"7"	"NA/11/2021/9553/1-109-99409-sei/164727/126441/Pollachius virens-3-7"	1330	52	1	"IndividualWeight"	5	"M"
"NA/11/2021/9553/1"	"109"	"99409"	"sei/164727/126441/Pollachius virens"	"3"	"8"	"NA/11/2021/9553/1-109-99409-sei/164727/126441/Pollachius virens-3-8"	900	45	1	"IndividualWeight"	4	"M"
"NA/11/2021/9553/1"	"109"	"99409"	"sei/164727/126441/Pollachius virens"	"3"	"9"	"NA/11/2021/9553/1-109-99409-sei/164727/126441/Pollachius virens-3-9"	1650	55	1	"IndividualWeight"	5	"M"
"NA/11/2021/9553/1"	"109"	"99409"	"sei/164727/126441/Pollachius virens"	"3"	"10"	"NA/11/2021/9553/1-109-99409-sei/164727/126441/Pollachius virens-3-10"	1850	57	1	"IndividualWeight"	6	"M"
"NA/11/2021/9553/1"	"109"	"99409"	"sei/164727/126441/Pollachius virens"	"3"	"11"	"NA/11/2021/9553/1-109-99409-sei/164727/126441/Pollachius virens-3-11"	1380	53	1	"IndividualWeight"	6	"M"
"NA/11/2021/9553/1"	"109"	"99409"	"sei/164727/126441/Pollachius virens"	"3"	"12"	"NA/11/2021/9553/1-109-99409-sei/164727/126441/Pollachius virens-3-12"	1750	54	1	"IndividualWeight"	4	"M"
"NA/11/2021/9553/1"	"109"	"99409"	"sei/164727/126441/Pollachius virens"	"3"	"13"	"NA/11/2021/9553/1-109-99409-sei/164727/126441/Pollachius virens-3-13"	1480	55	1	"IndividualWeight"	5	"F"
"NA/11/2021/9553/1"	"109"	"99409"	"sei/164727/126441/Pollachius virens"	"3"	"14"	"NA/11/2021/9553/1-109-99409-sei/164727/126441/Pollachius virens-3-14"	1040	49	1	"IndividualWeight"	6	"M"
"NA/11/2021/9553/1"	"109"	"99409"	"sei/164727/126441/Pollachius virens"	"3"	"15"	"NA/11/2021/9553/1-109-99409-sei/164727/126441/Pollachius virens-3-15"	1210	51	1	"IndividualWeight"	5	"M"
"NA/11/2021/9553/1"	"109"	"99409"	"sei/164727/126441/Pollachius virens"	"3"	"16"	"NA/11/2021/9553/1-109-99409-sei/164727/126441/Pollachius virens-3-16"	2720	69	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"109"	"99409"	"sei/164727/126441/Pollachius virens"	"3"	"17"	"NA/11/2021/9553/1-109-99409-sei/164727/126441/Pollachius virens-3-17"	2500	60	1	"IndividualWeight"	5	"F"
"NA/11/2021/9553/1"	"109"	"99409"	"sei/164727/126441/Pollachius virens"	"3"	"18"	"NA/11/2021/9553/1-109-99409-sei/164727/126441/Pollachius virens-3-18"	1980	58	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"109"	"99409"	"sei/164727/126441/Pollachius virens"	"3"	"19"	"NA/11/2021/9553/1-109-99409-sei/164727/126441/Pollachius virens-3-19"	1160	48	1	"IndividualWeight"	6	"F"
"NA/11/2021/9553/1"	"109"	"99409"	"sei/164727/126441/Pollachius virens"	"3"	"20"	"NA/11/2021/9553/1-109-99409-sei/164727/126441/Pollachius virens-3-20"	2030	59	1	"IndividualWeight"	6	"M"
"NA/11/2021/9553/1"	"131"	"99431"	"sei/164727/126441/Pollachius virens"	"2"	"1"	"NA/11/2021/9553/1-131-99431-sei/164727/126441/Pollachius virens-2-1"	3320	73	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"131"	"99431"	"sei/164727/126441/Pollachius virens"	"2"	"2"	"NA/11/2021/9553/1-131-99431-sei/164727/126441/Pollachius virens-2-2"	3780	72	1	"IndividualWeight"	12	"F"
"NA/11/2021/9553/1"	"131"	"99431"	"sei/164727/126441/Pollachius virens"	"2"	"3"	"NA/11/2021/9553/1-131-99431-sei/164727/126441/Pollachius virens-2-3"	5350	80	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"131"	"99431"	"sei/164727/126441/Pollachius virens"	"2"	"4"	"NA/11/2021/9553/1-131-99431-sei/164727/126441/Pollachius virens-2-4"	2140	63	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"131"	"99431"	"sei/164727/126441/Pollachius virens"	"2"	"5"	"NA/11/2021/9553/1-131-99431-sei/164727/126441/Pollachius virens-2-5"	1500	55	1	"IndividualWeight"	6	"F"
"NA/11/2021/9553/1"	"131"	"99431"	"sei/164727/126441/Pollachius virens"	"2"	"6"	"NA/11/2021/9553/1-131-99431-sei/164727/126441/Pollachius virens-2-6"	2100	61	1	"IndividualWeight"	7	"F"
"NA/11/2021/9553/1"	"131"	"99431"	"sei/164727/126441/Pollachius virens"	"2"	"7"	"NA/11/2021/9553/1-131-99431-sei/164727/126441/Pollachius virens-2-7"	2460	62	1	"IndividualWeight"	7	"M"
"NA/11/2021/9553/1"	"131"	"99431"	"sei/164727/126441/Pollachius virens"	"2"	"8"	"NA/11/2021/9553/1-131-99431-sei/164727/126441/Pollachius virens-2-8"	2340	62	1	"IndividualWeight"	7	"F"
"NA/11/2021/9553/1"	"131"	"99431"	"sei/164727/126441/Pollachius virens"	"2"	"9"	"NA/11/2021/9553/1-131-99431-sei/164727/126441/Pollachius virens-2-9"	6160	86	1	"IndividualWeight"	9	"F"
"NA/11/2021/9553/1"	"131"	"99431"	"sei/164727/126441/Pollachius virens"	"2"	"10"	"NA/11/2021/9553/1-131-99431-sei/164727/126441/Pollachius virens-2-10"	2980	72	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"131"	"99431"	"sei/164727/126441/Pollachius virens"	"2"	"11"	"NA/11/2021/9553/1-131-99431-sei/164727/126441/Pollachius virens-2-11"	3320	73	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"131"	"99431"	"sei/164727/126441/Pollachius virens"	"2"	"12"	"NA/11/2021/9553/1-131-99431-sei/164727/126441/Pollachius virens-2-12"	3000	71	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"131"	"99431"	"sei/164727/126441/Pollachius virens"	"2"	"13"	"NA/11/2021/9553/1-131-99431-sei/164727/126441/Pollachius virens-2-13"	2950	69	1	"IndividualWeight"	7	"F"
"NA/11/2021/9553/1"	"131"	"99431"	"sei/164727/126441/Pollachius virens"	"2"	"14"	"NA/11/2021/9553/1-131-99431-sei/164727/126441/Pollachius virens-2-14"	3030	71	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"131"	"99431"	"sei/164727/126441/Pollachius virens"	"2"	"15"	"NA/11/2021/9553/1-131-99431-sei/164727/126441/Pollachius virens-2-15"	5260	81	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"131"	"99431"	"sei/164727/126441/Pollachius virens"	"2"	"16"	"NA/11/2021/9553/1-131-99431-sei/164727/126441/Pollachius virens-2-16"	2710	67	1	"IndividualWeight"	8	"M"
"NA/11/2021/9553/1"	"131"	"99431"	"sei/164727/126441/Pollachius virens"	"2"	"17"	"NA/11/2021/9553/1-131-99431-sei/164727/126441/Pollachius virens-2-17"	4340	84	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"131"	"99431"	"sei/164727/126441/Pollachius virens"	"2"	"18"	"NA/11/2021/9553/1-131-99431-sei/164727/126441/Pollachius virens-2-18"	3140	69	1	"IndividualWeight"	8	"F"
"NA/11/2021/9553/1"	"131"	"99431"	"sei/164727/126441/Pollachius virens"	"2"	"19"	"NA/11/2021/9553/1-131-99431-sei/164727/126441/Pollachius virens-2-19"	2710	67	1	"IndividualWeight"	7	"M"
"NA/11/2021/9553/1"	"131"	"99431"	"sei/164727/126441/Pollachius virens"	"2"	"20"	"NA/11/2021/9553/1-131-99431-sei/164727/126441/Pollachius virens-2-20"	1470	54	1	"IndividualWeight"	5	"F"
"NA/11/2021/9553/1"	"153"	"99453"	"sei/164727/126441/Pollachius virens"	"3"	"1"	"NA/11/2021/9553/1-153-99453-sei/164727/126441/Pollachius virens-3-1"	10440	109	1	"IndividualWeight"	15	"M"
"NA/11/2021/9553/1"	"153"	"99453"	"sei/164727/126441/Pollachius virens"	"3"	"2"	"NA/11/2021/9553/1-153-99453-sei/164727/126441/Pollachius virens-3-2"	4600	78	1	"IndividualWeight"	9	"F"
"NA/11/2021/9553/1"	"153"	"99453"	"sei/164727/126441/Pollachius virens"	"3"	"3"	"NA/11/2021/9553/1-153-99453-sei/164727/126441/Pollachius virens-3-3"	2960	74	1	"IndividualWeight"	7	"F"
"NA/11/2021/9553/1"	"153"	"99453"	"sei/164727/126441/Pollachius virens"	"3"	"4"	"NA/11/2021/9553/1-153-99453-sei/164727/126441/Pollachius virens-3-4"	3920	68	1	"IndividualWeight"	7	"F"
